id_transaccion,id_cliente,nombre_cliente,cuenta_origen,fecha,monto,divisa,tipo_transaccion,ciudad,cuenta_destino,categoria,hora_movimiento,concepto_movimiento,saldo_previo,saldo_posterior,canal_transaccion,medio_pago,estatus,fraude_probable
8504,20954,Humberto Becerra,9.39245e+17,08/02/2025,107.38,MXN,Pago de servicio,Puebla,4.14904e+16,Servicios,23:03:21,Pago telefonia,36842.43,36735.05,Domiciliacion,Domiciliacion,Completada,No
8505,16380,Javier Carrera,6.56734e+17,13/01/2025,2131.83,MXN,Deposito,Merida,6.56734e+17,Ingreso,06:37:06,Deposito por cheque,40635.77,42767.6,Cajero automatico,Cheque,Completada,No
8506,23413,Samuel Colunga,4.88427e+17,03/07/2025,351.16,MXN,Deposito,Guadalajara,4.88427e+17,Ahorro,10:26:39,Deposito por transferencia,28666.46,29017.62,Cajero automatico,Cheque,Completada,No
8507,17571,Caridad Cuellar Mireles,2.18135e+17,17/10/2025,1779.89,MXN,Pago de nomina,Culiacan,7.83591e+16,Ingreso,12:59:41,Nomina mensual,32133.0,33912.89,Sucursal bancaria,Transferencia bancaria,Completada,No
8508,21687,Gloria Perea Cortez,9.90528e+17,07/07/2025,2706.56,MXN,Deposito,Hermosillo,9.90528e+17,Ingreso,05:52:41,Deposito por transferencia,42650.14,45356.7,Corresponsal,Deposito en ventanilla,Completada,No
8509,8614,Gilberto Olivares Portillo,7.52658e+17,01/08/2025,157.15,MXN,Compra en linea,Ciudad de Mexico,3.42557e+17,Consumo,15:39:41,Compra tienda online,15133.07,14975.92,Web,Pago movil,Completada,No
8510,12508,Juana Sara Estevez Dominguez,3.58261e+17,08/08/2025,772.92,MXN,Transferencia internacional,Hermosillo,2.82811e+17,Remesas,06:32:58,SWIFT a extranjero,12988.43,12215.51,Web,Transferencia internacional,Completada,No
8511,3011,Raul Balderas,5994700000000000.0,30/08/2025,602.14,MXN,Transferencia,Tuxtla Gutierrez,6.23747e+17,Transferencia personal,20:35:59,Pago a proveedor,53120.4,52518.26,App movil,SPEI,Completada,No
8512,20855,German Gabriela Noriega Segovia,7.09664e+17,23/12/2024,2993.44,MXN,Deposito,Queretaro,7.09664e+17,Ahorro,13:56:23,Deposito en efectivo,22163.88,25157.32,Sucursal bancaria,Cheque,Completada,No
8513,16181,Ivan Almonte,6.37232e+17,06/05/2025,827.96,MXN,Retiro,Guadalajara,4.56487e+17,Efectivo,08:44:17,Retiro en ventanilla,20994.6,20166.64,Cajero automatico,Efectivo,Completada,No
8514,1195,Jesus Maria Elena Juarez Malave,7.88317e+17,13/03/2025,1710.39,MXN,Deposito,Puebla,7.88317e+17,Ahorro,21:11:09,Deposito en efectivo,23088.41,24798.8,Sucursal bancaria,Deposito en ventanilla,Completada,No
8515,12178,Martin Haro,3.83757e+17,15/08/2025,2446.43,MXN,Transferencia internacional,Veracruz,5.03033e+17,Transferencia personal,06:52:37,Envio remesas,28197.9,25751.47,Sucursal bancaria,SWIFT,Completada,No
8516,20185,Eugenia Pamela Armendariz Montero,6.87576e+17,07/11/2024,1500.28,MXN,Deposito,Ciudad de Mexico,6.87576e+17,Ingreso,18:15:17,Deposito en efectivo,21893.14,23393.42,Cajero automatico,Cheque,Completada,No
8517,9128,Mauro Juana Partida,4.24726e+17,15/05/2025,2251.54,MXN,Retiro,Chihuahua,9.81954e+17,Efectivo,07:29:59,Retiro en cajero,21247.13,18995.59,Cajero automatico,Efectivo,Completada,No
8518,19862,Eloisa Carmona Villanueva,4.02771e+17,09/08/2025,942.98,MXN,Deposito,Guadalajara,4.02771e+17,Ingreso,02:15:29,Deposito en efectivo,19045.18,19988.16,Cajero automatico,Efectivo,Completada,No
8519,9874,Esparta Asuncion Chavarria,3.33088e+17,09/11/2024,3103.81,MXN,Retiro,Ciudad Juarez,7.96489e+17,Consumo,11:45:10,Retiro en cajero,10907.02,7803.21,Cajero automatico,Efectivo,Completada,No
8520,8843,Lilia Guillen Escalante,8.45498e+17,19/09/2025,2442.34,MXN,Pago de nomina,Hermosillo,2.26647e+17,Nomina,22:03:13,Nomina quincenal,31927.31,34369.65,Sucursal bancaria,SPEI,Completada,No
8521,15045,Gabriela Galvez Mendoza,1.6659e+16,27/04/2025,675.68,MXN,Compra en linea,Oaxaca,4.73154e+17,Consumo,08:59:00,Suscripcion streaming,33098.36,32422.68,Web,Tarjeta credito,Completada,No
8522,12901,Claudio Hugo Saldana,7.31681e+17,20/11/2024,52.53,MXN,Compra en linea,Tijuana,8.35459e+17,Consumo,04:08:44,Compra Amazon,10069.58,10017.05,Web,Pago movil,Completada,No
8523,7710,Abelardo Arteaga,2.47574e+17,26/08/2025,1876.2,MXN,Compra en linea,Ciudad Juarez,7.95201e+17,Consumo,11:54:07,Compra Amazon,18622.2,16746.0,App movil,Tarjeta credito,Completada,No
8524,22590,Jonas Cornejo,4.15669e+17,21/03/2025,1705.47,MXN,Retiro,Monterrey,8.03418e+17,Consumo,00:45:34,Retiro en cajero,64773.32,63067.85,Cajero automatico,Efectivo,Completada,No
8525,19305,Renato Ortiz Enriquez,9.54866e+17,16/01/2025,5113.49,MXN,Transferencia internacional,Ciudad Juarez,7.74771e+17,Transferencia personal,08:09:27,SWIFT a extranjero,36711.0,31597.51,Web,Transferencia internacional,Completada,No
8526,17250,Jose Camilo Pedroza Salcido,3.10786e+17,12/04/2025,1300.52,MXN,Transferencia internacional,Tijuana,9.22878e+17,Transferencia personal,20:04:39,SWIFT a extranjero,42710.68,41410.16,Web,SWIFT,Completada,No
8527,1715,Juan Dario Chavez,9.10158e+17,09/12/2024,291.49,MXN,Transferencia,Veracruz,3.64241e+17,Servicios,13:46:03,Abono a tarjeta,33366.31,33074.82,App movil,SPEI,Completada,No
8528,22823,Cristobal Evelio Matos Sevilla,5.61734e+17,03/02/2025,886.62,MXN,Pago de nomina,Monterrey,6.03686e+17,Nomina,03:40:40,Nomina mensual,47170.5,48057.12,Sucursal bancaria,SPEI,Completada,No
8529,22924,Minerva Henriquez,8.11572e+17,16/09/2025,614.41,MXN,Retiro,Queretaro,6.84405e+17,Efectivo,00:31:04,Retiro en cajero,39020.78,38406.37,Sucursal bancaria,Efectivo,Completada,No
8530,12163,Adan Enrique Perales,4.31357e+16,11/04/2025,192.63,MXN,Pago de servicio,Aguascalientes,1.62815e+17,Servicios,02:45:05,Pago agua,24536.79,24344.16,Domiciliacion,Tarjeta credito,Completada,No
8531,9804,Ruben Jose Arredondo,3.82253e+17,17/05/2025,708.11,MXN,Retiro,Monterrey,4.68984e+17,Efectivo,17:28:12,Retiro en ventanilla,21660.94,21660.94,Sucursal bancaria,Efectivo,Rechazada,No
8532,13498,Adalberto Alcaraz,3.38742e+17,23/02/2025,12165.8,MXN,Pago de servicio,Morelia,4.59573e+16,Servicios,21:38:58,Pago telefonia,44738.69,32572.89,App movil,Domiciliacion,Completada,No
8533,11910,Indira Garcia,8.29517e+17,27/02/2025,294.29,MXN,Pago de servicio,San Luis Potosi,6.90462e+16,Servicios,02:33:01,Pago internet,36248.57,35954.28,App movil,Tarjeta debito,Completada,No
8534,16523,Carolina Carrera,8.26092e+17,09/04/2025,4177.45,MXN,Transferencia internacional,Merida,9.79142e+17,Remesas,18:07:30,Pago internacional,2406.43,-1771.02,Web,SWIFT,Completada,No
8535,18682,Barbara Madrigal,6.80108e+17,15/11/2024,498.58,MXN,Transferencia,Queretaro,2.17512e+17,Servicios,08:53:28,Pago a proveedor,21845.95,21347.37,Web,Transferencia bancaria,Completada,No
8536,13852,Antonia Cintron,9.76571e+17,30/03/2025,165.8,MXN,Retiro,Queretaro,1.33071e+17,Consumo,22:20:10,Retiro por emergencia,18655.85,18490.05,Cajero automatico,Efectivo,Completada,No
8537,9741,Jaime Villalpando,7.13852e+17,24/08/2025,1868.29,MXN,Pago de nomina,Ciudad de Mexico,1.90604e+17,Ingreso,12:21:50,Nomina mensual,21871.36,23739.65,App movil,Transferencia bancaria,Completada,No
8538,25026,Hector Maria Cervantes,1.7059e+17,21/09/2025,529.88,MXN,Deposito,Morelia,1.7059e+17,Ahorro,10:12:17,Deposito por cheque,16389.4,16919.28,Sucursal bancaria,Efectivo,Completada,No
8539,13560,Elvira Salas,1.46784e+17,11/08/2025,695.23,MXN,Transferencia internacional,Tijuana,7.93719e+17,Remesas,23:45:21,Envio remesas,40482.17,39786.94,Sucursal bancaria,Transferencia internacional,Completada,No
8540,14953,Jos Saldivar,5.11022e+17,26/01/2025,930.02,MXN,Transferencia internacional,Leon,7.23605e+17,Remesas,00:55:14,Pago internacional,30432.62,29502.6,Sucursal bancaria,SWIFT,Completada,No
8541,12121,Francisco Orosco,4.12217e+17,27/05/2025,256.75,MXN,Pago de nomina,Toluca,4.90082e+17,Nomina,21:58:22,Pago trabajador,18492.76,18749.51,Sucursal bancaria,Transferencia bancaria,Completada,No
8542,17841,Delia Pascual Regalado Zuniga,8.59625e+17,26/09/2025,188.85,MXN,Retiro,Veracruz,8.32606e+17,Consumo,18:08:16,Retiro en cajero,17657.82,17468.97,Cajero automatico,Efectivo,Completada,No
8543,25606,Eduardo Hernandes Ibarra,9.41534e+17,05/12/2024,1225.82,MXN,Transferencia internacional,Oaxaca,9.91923e+17,Remesas,07:31:52,SWIFT a extranjero,15821.54,15821.54,Sucursal bancaria,SWIFT,Cancelada,No
8544,3298,Violeta Bernal Tijerina,2.98873e+17,21/11/2024,1306.49,MXN,Pago de servicio,Puebla,9.26147e+17,Servicios,14:48:25,Pago telefonia,47520.68,46214.19,Domiciliacion,Tarjeta debito,Completada,No
8545,5132,Marisela Zavala Sepulveda,3.85375e+17,13/01/2025,2615.1,MXN,Transferencia internacional,Guadalajara,2.51394e+17,Transferencia personal,02:35:58,Envio remesas,58415.48,55800.38,Sucursal bancaria,Transferencia internacional,Completada,No
8546,11008,Roberto Crespo Partida,6.10808e+17,14/01/2025,2075.15,MXN,Compra en linea,Puebla,7.08306e+17,Consumo,15:20:06,Compra tienda online,38685.75,36610.6,App movil,Pago movil,Completada,No
8547,5986,Wilfrido Alva,8.22983e+17,13/04/2025,355.57,MXN,Pago de servicio,Tuxtla Gutierrez,5.13192e+17,Servicios,10:04:58,Pago telefonia,19871.25,19515.68,Domiciliacion,Domiciliacion,Completada,No
8548,20442,Sessa Badillo,3.85108e+17,25/12/2024,5879.83,MXN,Transferencia,Tuxtla Gutierrez,4.08033e+17,Servicios,11:44:45,Pago a tercero,44807.05,38927.22,Web,Transferencia bancaria,Completada,No
8549,19285,Augusto Caraballo,1.08065e+17,03/05/2025,828.58,MXN,Pago de servicio,Aguascalientes,2.48809e+16,Servicios,05:58:46,Pago telefonia,21824.67,20996.09,App movil,Domiciliacion,Completada,No
8550,24303,Rodolfo Baca,9.9874e+17,11/10/2025,974.56,MXN,Deposito,Queretaro,9.9874e+17,Ingreso,02:30:03,Deposito por transferencia,31366.23,32340.79,Corresponsal,Efectivo,Completada,No
8551,13625,Linda Galvez Batista,5.82469e+17,19/10/2025,1124.92,MXN,Retiro,Aguascalientes,1.67732e+17,Efectivo,23:55:27,Retiro en ventanilla,41903.6,40778.68,Sucursal bancaria,Efectivo,Completada,No
8552,8728,Paulina Estrada Bermudez,9.87632e+17,17/11/2024,3653.94,MXN,Retiro,Leon,4.80839e+17,Efectivo,05:27:50,Retiro en ventanilla,14341.95,10688.01,Sucursal bancaria,Efectivo,Completada,No
8553,15010,Mauro Orozco,5.73246e+17,11/09/2025,2138.49,MXN,Retiro,Monterrey,9.10349e+17,Consumo,18:25:41,Retiro por emergencia,31646.78,29508.29,Cajero automatico,Efectivo,Completada,No
8554,5838,Reina Chavez Menchaca,1.87051e+17,18/08/2025,1854.24,MXN,Compra en linea,Hermosillo,1.38978e+17,Consumo,02:49:26,Compra Mercado Libre,3659.27,1805.03,App movil,Tarjeta credito,Completada,No
8555,6443,Abigail Navarrete,6.51527e+17,10/12/2024,79.94,MXN,Transferencia internacional,Cancun,2.28497e+17,Transferencia personal,09:10:22,SWIFT a extranjero,8358.01,8278.07,Sucursal bancaria,Transferencia internacional,Completada,No
8556,10686,Cristobal Jaramillo,9.26005e+16,17/05/2025,1050.34,MXN,Compra en linea,Puebla,4.63881e+17,Consumo,05:11:42,Suscripcion streaming,41817.92,40767.58,App movil,Pago movil,Completada,No
8557,7880,Hilda Robles,1.40802e+17,23/07/2025,641.64,MXN,Transferencia,Puebla,5.25465e+16,Transferencia personal,10:56:07,Transferencia a familiar,1328.91,687.27,Web,Transferencia bancaria,Completada,No
8558,3583,Juan Reynaldo Abreu Marquez,7.94745e+17,08/08/2025,2269.18,MXN,Deposito,Merida,7.94745e+17,Ahorro,18:18:14,Abono nomina,26553.99,28823.17,Cajero automatico,Cheque,Completada,No
8559,11666,Enrique Claudio Menchaca,1.64156e+17,11/03/2025,1322.72,MXN,Transferencia,Guadalajara,5.97319e+17,Servicios,11:08:25,Abono a tarjeta,228.02,-1094.7,Sucursal bancaria,SPEI,Completada,No
8560,7719,Oswaldo Toledo,9.41705e+17,04/03/2025,1523.62,MXN,Transferencia internacional,Aguascalientes,2.87345e+16,Transferencia personal,04:03:17,SWIFT a extranjero,18662.11,17138.49,Web,SWIFT,Completada,No
8561,3309,Victoria Valles,4.32625e+17,05/01/2025,44.37,MXN,Compra en linea,Cancun,5.46504e+16,Consumo,06:48:03,Compra Mercado Libre,889.14,844.77,Web,Pago movil,Completada,No
8562,24500,Amanda Olmos,9.18475e+17,04/03/2025,1339.37,MXN,Deposito,San Luis Potosi,9.18475e+17,Ahorro,07:05:26,Abono nomina,22802.93,24142.3,Corresponsal,Cheque,Completada,No
8563,23230,Juana Rael,7.60615e+17,24/10/2024,1613.8,MXN,Transferencia internacional,Puebla,9.0446e+17,Remesas,15:17:19,SWIFT a extranjero,51537.63,49923.83,Web,SWIFT,Completada,No
8564,21955,Gabriel Puga Almonte,7.9662e+17,11/08/2025,2117.8,MXN,Compra en linea,Merida,7.5252e+17,Consumo,06:06:48,Compra Amazon,27653.6,25535.8,App movil,Tarjeta credito,Completada,No
8565,7174,Ruben Henriquez,9.32142e+16,26/10/2024,381.23,MXN,Pago de servicio,Tijuana,5.18164e+17,Servicios,07:50:56,Pago luz,21142.83,20761.6,Domiciliacion,Tarjeta credito,Completada,No
8566,24259,Eduardo Alvaro Villa Tamayo,1.69586e+17,28/12/2024,584.91,MXN,Pago de servicio,Tuxtla Gutierrez,8.21796e+17,Servicios,11:08:13,Pago luz,39586.02,39001.11,Web,Domiciliacion,Completada,No
8567,18270,Adalberto Otero Zarate,8.2348e+17,09/02/2025,1501.81,MXN,Pago de servicio,Merida,6.03709e+17,Servicios,02:29:36,Pago luz,13093.83,11592.02,Web,Domiciliacion,Completada,No
8568,10143,Jose Luis Mitzy Lucero Lucero,8.60751e+17,17/12/2024,311.12,MXN,Deposito,Puebla,8.60751e+17,Ingreso,09:46:11,Deposito por cheque,42770.27,43081.39,Corresponsal,Efectivo,Completada,No
8569,20837,Andres Rodolfo Venegas,1.68949e+17,08/05/2025,1272.8,MXN,Retiro,Chihuahua,8.83052e+17,Consumo,01:52:18,Retiro en ventanilla,49036.22,47763.42,Sucursal bancaria,Efectivo,Completada,No
8570,3944,Alberto Cedillo,1.888e+17,03/12/2024,579.47,MXN,Transferencia internacional,San Luis Potosi,7.1971e+16,Transferencia personal,15:29:15,Envio remesas,21716.64,21137.17,Sucursal bancaria,Transferencia internacional,Completada,No
8571,12027,Debora Elisa Alcala,2.2233e+17,04/10/2025,370.69,MXN,Deposito,Tuxtla Gutierrez,2.2233e+17,Ingreso,22:41:28,Deposito en efectivo,18253.89,18624.58,Corresponsal,Cheque,Completada,No
8572,20090,Jacinto Romo,4.11054e+17,19/12/2024,2512.99,MXN,Compra en linea,Aguascalientes,2.81523e+17,Consumo,11:25:08,Compra Amazon,33492.61,30979.62,Web,Tarjeta debito,Completada,No
8573,13355,Miguel Almaraz,7.87994e+17,24/11/2024,72.65,MXN,Compra en linea,Cancun,9.03024e+17,Consumo,08:23:14,Compra Mercado Libre,9580.97,9508.32,App movil,Pago movil,Completada,No
8574,18563,Cristobal Isaac Marroquin Calderon,6.40185e+16,27/05/2025,1612.61,MXN,Compra en linea,Veracruz,7.62051e+17,Consumo,23:12:21,Compra Amazon,40934.26,39321.65,Web,Tarjeta credito,Completada,No
8575,25180,Rocio Arenas,4.88186e+17,29/05/2025,654.95,MXN,Retiro,Aguascalientes,2.19802e+17,Consumo,16:08:44,Retiro por emergencia,35479.01,34824.06,Sucursal bancaria,Efectivo,Completada,No
8576,15293,Emiliano Apodaca Montez,6.53366e+17,07/12/2024,598.38,MXN,Deposito,Monterrey,6.53366e+17,Ahorro,14:54:28,Deposito en efectivo,22745.78,23344.16,Sucursal bancaria,Deposito en ventanilla,Completada,No
8577,23304,Omar Urrutia,9.69734e+17,09/10/2025,702.6,MXN,Pago de servicio,Toluca,1.36049e+17,Servicios,09:36:45,Pago internet,33429.57,32726.97,Web,SPEI,Completada,No
8578,20167,Esparta Viera,9.32186e+17,22/05/2025,3222.49,MXN,Pago de nomina,Morelia,1.27259e+16,Nomina,14:43:29,Nomina quincenal,28923.25,32145.74,Sucursal bancaria,Transferencia bancaria,Completada,No
8579,24821,Bruno Urbina,7.93432e+17,06/01/2025,930.9,MXN,Compra en linea,Tuxtla Gutierrez,6.32634e+17,Consumo,14:12:54,Suscripcion streaming,20622.74,19691.84,Web,Tarjeta debito,Completada,No
8580,9395,Leticia Reina Ramos,3.44729e+17,22/11/2024,901.67,MXN,Deposito,Veracruz,3.44729e+17,Ahorro,04:14:26,Deposito por cheque,36197.17,37098.84,Sucursal bancaria,Efectivo,Completada,No
8581,15437,Lorena Zelaya Noriega,3.64904e+17,10/11/2024,685.88,MXN,Retiro,Chihuahua,1.20905e+17,Efectivo,16:33:52,Retiro en cajero,10995.84,10309.96,Sucursal bancaria,Efectivo,Completada,No
8582,7845,Cesar Saldivar Jiminez,6.2138e+17,16/06/2025,673.02,MXN,Transferencia internacional,Toluca,5.74886e+17,Remesas,19:12:41,SWIFT a extranjero,4492.39,3819.37,Web,Transferencia internacional,Completada,No
8583,12335,Alejandro Leal,1.28494e+17,04/11/2024,10285.39,MXN,Retiro,Guadalajara,2.22518e+16,Efectivo,07:46:46,Retiro en ventanilla,19905.61,9620.22,Sucursal bancaria,Efectivo,Completada,No
8584,15108,Olga Arias,5.34472e+17,09/09/2025,1813.45,MXN,Transferencia internacional,Culiacan,5.34284e+17,Remesas,18:20:00,Envio remesas,24836.99,23023.54,Web,Transferencia internacional,Completada,No
8585,1712,Adan Lovato,3.92837e+17,27/12/2024,1523.53,MXN,Retiro,Guadalajara,9.24239e+17,Consumo,14:04:21,Retiro en ventanilla,37301.51,35777.98,Sucursal bancaria,Efectivo,Completada,No
8586,6563,Diana Amador,6.9026e+17,18/11/2024,55.13,MXN,Deposito,Chihuahua,6.9026e+17,Ingreso,10:14:28,Abono nomina,24469.39,24524.52,Sucursal bancaria,Deposito en ventanilla,Completada,No
8587,21977,Norma Pedro Chapa,6.3583e+17,26/06/2025,811.04,MXN,Compra en linea,Aguascalientes,4.17389e+17,Consumo,17:52:57,Compra Amazon,9318.24,8507.2,Web,Tarjeta debito,Completada,No
8588,25479,Hector Homero Abrego Amador,6.40003e+17,10/10/2025,294.06,MXN,Transferencia,Puebla,6.56496e+16,Servicios,00:00:17,Transferencia a familiar,14172.79,13878.73,Web,Transferencia bancaria,Completada,No
8589,18643,Catalina Zuniga Contreras,1.52177e+17,09/01/2025,430.77,MXN,Deposito,Morelia,1.52177e+17,Ingreso,17:32:46,Abono nomina,33659.76,34090.53,Cajero automatico,Deposito en ventanilla,Completada,No
8590,8075,Emilio Juarez Lomeli,9.15978e+17,20/03/2025,1932.53,MXN,Transferencia internacional,Veracruz,3.30779e+17,Remesas,12:23:44,Envio remesas,2307.86,375.33,Sucursal bancaria,Transferencia internacional,Completada,No
8591,11772,Fernando Torres,2.1277e+16,27/04/2025,1405.81,MXN,Retiro,Tijuana,7.11345e+17,Efectivo,07:14:39,Retiro en ventanilla,29961.94,28556.13,Sucursal bancaria,Efectivo,Completada,No
8592,15731,Marcos Carlos Najera,5.6311e+17,26/03/2025,605.45,MXN,Pago de servicio,Aguascalientes,4.46806e+17,Servicios,16:00:48,Pago telefonia,15442.73,14837.28,Domiciliacion,SPEI,Completada,No
8593,5588,Lilia Isabel Camarillo,4.28981e+17,16/04/2025,1203.35,MXN,Compra en linea,Tuxtla Gutierrez,4.51519e+17,Consumo,02:39:18,Suscripcion streaming,25878.96,24675.61,App movil,Tarjeta credito,Completada,No
8594,21741,Jose Luis Rubio Huerta,6.29216e+17,05/11/2024,1353.53,MXN,Transferencia internacional,Merida,1.43851e+17,Remesas,17:03:00,SWIFT a extranjero,8198.42,6844.89,Sucursal bancaria,SWIFT,Completada,No
8595,13975,Bianca Chacon,8.17238e+17,22/03/2025,470.16,MXN,Deposito,Leon,8.17238e+17,Ahorro,02:37:40,Abono nomina,24976.06,25446.22,Cajero automatico,Deposito en ventanilla,Completada,No
8596,9284,Jacinto David Padilla,6.51882e+17,20/01/2025,2164.0,MXN,Transferencia internacional,Leon,2.91632e+17,Remesas,09:21:40,Pago internacional,36292.71,34128.71,Web,Transferencia internacional,Completada,No
8597,11190,Itzel Barrera Montoya,5.00373e+17,06/07/2025,128.0,MXN,Transferencia internacional,Monterrey,5.64433e+17,Transferencia personal,15:08:57,Pago internacional,36416.55,36288.55,Web,SWIFT,Completada,No
8598,8611,Juan Torres Salcedo,2.28096e+17,21/11/2024,521.84,MXN,Pago de servicio,Tijuana,7.68567e+17,Servicios,21:07:42,Pago telefonia,2236.35,1714.51,Domiciliacion,Tarjeta credito,Completada,No
8599,25215,Dulce Carreon,6.78076e+17,19/04/2025,374.35,MXN,Pago de nomina,Morelia,7.65179e+17,Nomina,04:26:15,Nomina quincenal,33578.51,33952.86,App movil,Transferencia bancaria,Completada,No
8600,9258,Lucia Rosas Puga,6.92231e+17,29/07/2025,124.69,MXN,Pago de nomina,Toluca,1.2344e+17,Ingreso,11:44:36,Nomina mensual,41332.17,41456.86,App movil,Transferencia bancaria,Completada,No
8601,18492,Emilia Nava,9.2164e+17,19/03/2025,2962.34,MXN,Retiro,Chihuahua,1.28216e+17,Efectivo,21:03:08,Retiro por emergencia,27761.58,24799.24,Cajero automatico,Efectivo,Completada,No
8602,11802,Daniela Cortes,5.36239e+17,23/05/2025,500.67,MXN,Deposito,Puebla,5.36239e+17,Ahorro,04:29:34,Deposito en efectivo,3406.82,3907.49,Cajero automatico,Deposito en ventanilla,Completada,No
8603,14297,Salvador Vera,8.77123e+17,14/05/2025,1306.37,MXN,Pago de nomina,Chihuahua,3.45183e+16,Ingreso,01:45:51,Nomina mensual,26981.94,28288.31,Sucursal bancaria,Transferencia bancaria,Completada,No
8604,22909,Debora Aldo Ornelas Acevedo,6.93356e+17,15/08/2025,754.12,MXN,Transferencia,Morelia,4.63068e+16,Transferencia personal,12:54:09,Transferencia a familiar,4560.68,3806.56,App movil,Transferencia bancaria,Completada,No
8605,8111,Antonio Francisco Maya Villalobos,4.92292e+17,12/10/2025,182.64,MXN,Transferencia internacional,Queretaro,4.66974e+17,Transferencia personal,23:58:57,Envio remesas,11328.68,11146.04,Web,Transferencia internacional,Completada,No
8606,14343,Flavio Leon,7.49271e+17,15/09/2025,416.51,MXN,Retiro,Guadalajara,8.98846e+17,Efectivo,09:28:13,Retiro por emergencia,440.07,23.56,Sucursal bancaria,Efectivo,Completada,No
8607,24416,Ruby Alcaraz Hernandez,6.45663e+17,07/05/2025,2842.75,MXN,Deposito,San Luis Potosi,6.45663e+17,Ahorro,00:48:09,Deposito en efectivo,31237.6,34080.35,Sucursal bancaria,Efectivo,Completada,No
8608,13717,Anel Velasquez,5.95869e+16,18/08/2025,1268.58,MXN,Deposito,Culiacan,5.95869e+16,Ahorro,17:11:29,Deposito por transferencia,27523.69,28792.27,Corresponsal,Deposito en ventanilla,Completada,No
8609,16429,Hernan Malave,8.08474e+17,27/01/2025,488.52,MXN,Retiro,Morelia,3.66036e+17,Consumo,16:34:00,Retiro en cajero,45383.62,44895.1,Cajero automatico,Efectivo,Completada,No
8610,13282,Fabiola Malave,4.67256e+17,18/02/2025,853.1,MXN,Deposito,Hermosillo,4.67256e+17,Ahorro,05:12:38,Deposito por transferencia,47454.94,48308.04,Sucursal bancaria,Deposito en ventanilla,Completada,No
